"trap" "tubetotal" "occupation" "share_occ" "share_int" "share_unocc_wtint" "length" "spec_num" "bee_num" "oca" "oc" "or" "or_chambers" "or_males_p" "or_females_p" "or_parasite_num" "or_parasite_infested_p" "or_parasite_death_p" "or_unknown_death_p" "or_total_death_p" "or_total_alive_p" "days" "juliandays" "trap_o" "tube_o" "shade" "windprotection" "hang_location" "hang_location_sp" "floor" "flowers_100m" "seminatural_flowers" "exotic_flowers" "treespecies" "treeheight" "rainprotection" "visibility" "distance" "distance_class" "RW" "HW" "dist_forage0" "dist_forage2" "dist_nest0" "dist_nest2" "share_f0_250" "share_f2_250" "share_n0_250" "share_n2_250" "MSI_250" "MPFD_250" "TE_250" "ED_250" "MPS_250" "NumP_250" "share_f0_500" "share_f2_500" "share_n0_500" "share_n2_500" "MSI_500" "MPFD_500" "TE_500" "ED_500" "MPS_500" "NumP_500" "share_f0_750" "share_f2_750" "share_n0_750" "share_n2_750" "MSI_750" "MPFD_750" "TE_750" "ED_750" "MPS_750" "NumP_750" "share_f0_1000" "share_f2_1000" "share_n0_1000" "share_n2_1000" "MSI_1000" "MPFD_1000" "TE_1000" "ED_1000" "MPS_1000" "NumP_1000" "hang_location_sp.t" "juliandays.t" "shade.t" "hang_location.t"
168 32 "belegt" 3.125 53.125 50 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 95 159 "E" "NS" NA "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "Apfel/Birne" "Hoch (>2m)" "Beregnet" "Aus 2 oder mehr Richtungen" 3871 "Subzentrum" 4526775 5685744 90.08083628 167.251804 90.08083628 553.0910699 10.66068153 5.342418558 16.69621137 0 1.428569048 1.497875238 7530.20512 0.038371144 9345.07454 21 12.35539501 16.99081932 16.20387428 0 2.014424783 1.417100435 27503.47274 0.035027741 34138.74666 23 17.78236715 18.21656339 26.97189057 3.694905928 1.569685463 1.334774167 67937.91918 0.03845179 16359.57159 108 22.01361183 19.09446424 28.32955295 7.971282437 1.600583006 1.386709448 114870.5979 0.036569285 16359.57159 163 "ClassB" 14 NA "Backyard_or_park"
171 31 "unbelegt" 0 51.612903226 51.612903226 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 99 162 "W" "NS" "Halbschatten" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2674 "Subzentrum" 4526362 5686897 56.81560915 260.0939015 56.81560915 765.1322245 24.62202179 0 23.05556887 0 1.569043077 1.452890769 8099.82813 0.041273732 15095.88964 13 22.58568887 5.636035182 24.33497161 0 2.006364667 1.415084667 23930.69039 0.030477534 52346.07821 15 25.50120034 7.677373303 28.32312412 0 1.555400833 1.377469583 54201.1578 0.030677 24539.35739 72 26.0622744 8.928583355 31.97679946 3.698261617 1.58852625 1.452147059 97541.78257 0.031052622 24539.35739 136 "ClassB" 17 "Partly_shaded" "Backyard_or_park"
172 33 "belegt" 18.181818182 24.242424242 6.0606060606 NA 2 1 0 0 1 32 34.48 65.52 0 0 0 9.38 9.38 90.62 89 155 "N" "WO" "Halblicht" "FALSE" "Hausgarten" "Metallzaun" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 1313 "Subzentrum" 4525773 5688298 44.62853573 385.603477 44.62853573 629.4481159 21.06590375 0 25.9131984 0 1.440916111 1.377966667 8314.5273 0.04236776 10902.58696 18 19.84415622 4.883433409 25.29514457 0 1.880617 1.3760465 24717.31658 0.031479361 39259.55866 20 17.15094683 12.11021692 29.02389078 1.722911377 1.476724368 1.389392759 53439.10008 0.030245687 20308.4337 87 21.31493185 10.93648311 32.99536176 4.629806894 1.532812162 1.387596554 104702.089 0.03333212 20308.4337 148 "ClassE" 10 "Partly_shaded" "Garden_or_allotment"
176 33 "belegt" 6.0606060606 36.363636364 30.303030303 10 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 56 160 "S" "WO" "Halbschatten" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" "Andere" "Normal" "Beregnet" "Aus 2 oder mehr Richtungen" 2529 "Subzentrum" 4528584 5688937 29.98965958 354.7076513 29.98965958 433.8692464 9.292379532 0 7.893137463 0 1.45380625 1.36811 5050.15453 0.025733722 24530.82067 8 15.62099941 2.428296109 21.88479575 0.516124713 2.137347857 1.406185 24741.13803 0.0315097 56085.0838 14 15.26776824 7.24099144 19.46420584 3.02323004 1.550724875 1.051470375 56975.9142 0.032247468 22085.42165 80 17.09178819 9.830435034 21.89094872 1.803846959 1.538568657 1.377246194 99741.89246 0.031753032 22085.42165 134 "ClassB" 15 "Partly_shaded" "Backyard_or_park"
177 30 "unbelegt" 0 23.333333333 23.333333333 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 96 160 "E" "NS" "Halbschatten" "TRUE" "Haus" "Fenster" 0 "TRUE" "FALSE" "FALSE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 2758 "Subzentrum" 4526538 5686833 79.77769938 135.3925628 79.77769938 706.3792171 6.194218448 6.557789992 5.900039472 0 1.625551667 1.400095 7625.44694 0.038856461 16353.88044 12 30.77169765 14.63685874 30.6260823 0 1.986905333 1.394651333 23087.96652 0.029404261 52346.07821 15 30.32883963 9.603100236 36.65823608 0.089612169 1.599176351 1.381953378 56121.83438 0.031764072 23876.13151 74 29.16308032 9.015942322 35.56434996 1.017486998 1.571588394 1.430704526 102191.975 0.03253302 23876.13151 137 "ClassD" 15 "Partly_shaded" "House"
178 31 "unbelegt" 0 29.032258065 29.032258065 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 96 163 NA "NS" "Halblicht" "TRUE" "Hausgarten" "Metallzaun" 0 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 1204 "Subzentrum" 4527313 5689802 139.6567916 328.9229204 139.6567916 1287.155218 5.997394029 0 9.387712601 0 1.469146667 1.381322222 5140.89189 0.026196086 21805.17393 9 15.61495927 1.492874846 19.2780995 0 2.17876 1.395846667 20752.28133 0.026429591 65432.59776 12 18.95882739 0.931066273 41.41836706 0 1.511136429 1.385438571 45150.93058 0.025554714 31550.60236 56 18.43399893 0.965373934 46.45196652 0 1.585173718 1.361630769 72596.53027 0.023111251 31550.60236 78 "ClassE" 18 "Partly_shaded" "Garden_or_allotment"
182 34 "belegt" 11.764705882 26.470588235 14.705882353 12.7 2 1 0 0 1 7 0 100 0 0 0 28.57 28.57 71.43 96 160 "E" "NS" "Halblicht" "FALSE" "Hausgarten" "Zaun undefiniert" 0 "TRUE" "FALSE" "FALSE" NA NA NA NA 4720 "Surburban" 4530587 5691122 46.76243203 137.7007083 16.40565998 157.2937607 25.10779981 11.8231368 48.56826548 2.045412395 1.451788333 1.39272 6806.10681 0.034681406 16353.88044 12 46.60196643 13.07808689 56.1842139 0.759017527 1.750940667 1.362870667 19049.77352 0.024261319 52346.07821 15 39.2022268 14.82633493 44.10670872 0.997440562 1.507412424 1.40913 42178.72146 0.02387249 26770.20806 66 30.42632567 15.9961417 35.02716073 1.501902886 1.573564567 1.401762441 87702.42197 0.027920242 26770.20806 127 "ClassE" 15 "Partly_shaded" "Garden_or_allotment"
185 34 "belegt" 79.411764706 41.176470588 0 9.14 1 1 0 0 1 258 NA NA 1 62.79 52.33 11.24 63.57 36.43 85 159 "E" "NS" "Halbschatten" "FALSE" "Hausgarten" "Carport" 0 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 8662 "Surburban" 4519301 5694886 56.79564473 0 56.79564473 33.749523 63.58007825 36.30362182 64.4195795 4.020815206 1.736385 1.8116175 4856.77322 0.024748322 24530.82067 8 54.66552392 34.8824954 56.64657491 2.960920679 1.85629 1.402894211 19858.90259 0.025291806 41325.85122 19 52.74158076 32.94675345 56.57019525 2.309573199 1.600846854 1.388914719 52934.05015 0.029959837 19852.06441 89 48.79474692 30.08891105 57.74522466 2.265861065 1.702460216 1.415433676 113895.4762 0.036258853 19852.06441 185 "ClassC" 14 "Partly_shaded" "Garden_or_allotment"
187 32 "belegt" 34.375 34.375 3.125 8.66 1 1 0 0 1 81 NA NA 1 32.1 18.52 19.75 38.27 61.73 94 160 "N" "WO" "Halbschatten" "TRUE" "Haus" "Balkon" 4 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 2727 "Subzentrum" 4526234 5686836 0 325.2751892 0 636.0509719 30.58531635 0 28.40786901 0 1.664839286 1.454520714 7439.74321 0.037910182 14017.61203 14 25.02884224 2.804912274 26.04761856 0 2.129608 1.405010667 25624.70443 0.032634988 52346.07821 15 22.51029148 9.043411384 23.89111402 2.303227183 1.513955062 1.429188642 53599.62319 0.030336541 21812.76212 81 23.68741024 8.595008328 27.95637031 6.808614665 1.552806512 1.380654806 97613.99098 0.03107561 21812.76212 129 "ClassA" 15 "Partly_shaded" "House"
189 34 "unbelegt" 0 52.941176471 52.941176471 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 92 156 "E" "NS" "Vollschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 4233 "Surburban" 4526417 5693784 77.24783771 0 77.24783771 74.39941856 18.37155077 63.62987477 28.99070802 8.818600733 1.5352735 1.419428 8162.42041 0.041592679 9812.328267 20 27.55144461 47.69728016 34.104153 6.930010866 1.784495517 1.39508 25134.96205 0.032011264 27075.5577 29 26.2870315 37.57069702 33.98859938 5.705262803 1.523384458 1.364688434 55579.3742 0.031457048 21287.1534 83 25.07467583 37.48416672 30.76708401 4.907792316 1.545614109 1.382817752 94401.35106 0.03005286 21287.1534 129 "ClassB" 11 "Fully_shaded" "Garden_or_allotment"
190 31 "unbelegt" 0 25.806451613 25.806451613 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 92 161 "W" "NS" "Halbschatten" "FALSE" "Hinterhof" "Holzzaun" 0 "TRUE" "TRUE" "FALSE" NA NA NA NA 693 "Zentrum" 4525915 5690219 183.8290412 101.1110117 183.8290412 257.8878128 8.399662184 12.30371485 11.71005756 0 1.427757692 1.422999231 6259.23102 0.031894729 15095.88964 13 20.57675743 14.53637311 28.60959037 2.087515418 1.826892857 1.39922619 22562.92655 0.028735584 37390.05587 21 14.54788961 16.8002617 27.8763653 3.425260955 1.555701875 1.367698958 41628.89072 0.023561295 36809.03608 48 13.55345479 13.48847713 28.78269183 5.285441266 1.609066806 1.372854028 65578.83185 0.020877153 36809.03608 72 "ClassE" 16 "Partly_shaded" "Backyard_or_park"
193 33 "belegt" 24.242424242 57.575757576 33.333333333 10.81 2 1 0 0 1 21 NA NA 1 42.86 28.57 38.1 66.67 33.33 95 159 "S" "WO" "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "Andere" "Normal" "Beregnet" "Aus allen Richtungen (frei hängend)" 2540 "Subzentrum" 4524860 5691759 26.88445271 88.98680574 72.97486057 430.0185271 11.40879709 21.84364176 8.461105154 0 1.461155 1.384111429 7419.42495 0.037806649 14017.61181 14 6.033785231 26.81751531 9.200606807 2.173378953 1.862129412 1.375007647 21625.52473 0.027541732 46187.71607 17 8.499424998 21.8772363 12.13054058 16.42571412 1.569715439 1.365912456 46879.82834 0.026533243 30997.08302 57 9.657941559 21.70329653 15.42965899 22.26879503 1.644202294 1.391166147 85625.37993 0.027259011 30997.08302 109 "ClassB" 14 "Partly_shaded" "Garden_or_allotment"
196 NA "belegt" NA NA NA 10.66 1 1 0 0 1 33 NA NA 1 81.82 78.79 3.03 81.82 18.18 81 156 "E" "NS" "Halbschatten" "TRUE" "Kleingarten" "Mauer" 0 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 2668 "Subzentrum" 4528458 5688252 84.27292496 0 84.27292496 570.8615204 19.70918273 18.56970574 17.73211408 0 1.397311429 1.452812143 6789.97811 0.03459922 14017.61181 14 25.93963419 5.190622299 26.86969178 0 1.953084118 1.378622941 24478.83933 0.031175643 46187.71607 17 33.43882482 11.38742193 38.54754879 0.018848302 1.490391852 1.376389877 56322.32328 0.031877546 21812.76212 81 32.06292026 15.74642933 41.88878297 1.82901549 1.559737769 1.389988462 96929.21192 0.030857609 21812.76212 130 "ClassD" 11 "Partly_shaded" "Garden_or_allotment"
197 31 "belegt" 35.483870968 38.709677419 3.2258064516 9.74 1 1 0 0 1 111 NA NA 1 19.82 14.41 9.01 23.42 76.58 73 156 "E" "NS" "Volllicht" "TRUE" "Haus" "Fenster" 2 "TRUE" "FALSE" "TRUE" NA NA NA NA 1874 "Subzentrum" 4527887 5690222 115.4751938 188.2386499 39.92237884 642.227961 4.183910079 1.748873218 24.62556081 0 1.349237692 1.430883846 5785.91022 0.029482861 15095.88964 13 10.89704432 2.185502699 46.210483 0 1.931624286 1.403135714 17891.3074 0.022785925 56085.0838 14 13.14751377 1.097091488 47.56904846 0.853821454 1.6352892 1.3999116 42513.04846 0.024061714 35336.67464 50 15.79789131 1.74380228 46.49896887 1.688983213 1.635028625 1.313767 77041.42852 0.024526293 35336.67464 80 "ClassD" 11 "Fully_sunlit" "House"
198 32 "belegt" 43.75 43.75 9.375 9.86 1 1 0 0 1 154 NA NA 2 27.92 21.43 44.81 66.23 33.77 97 184 "E" "NS" "Volllicht" "FALSE" "Haus" "Fenster" 2 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Verdeckt" 1389 "Subzentrum" 4526403 5688198 54.10568911 536.999775 207.3069448 990.2717828 3.636539851 0 0.532046581 0 1.63907 1.530583077 5207.0326 0.026533115 15095.88964 13 15.08168497 0 20.71663239 0 2.172936923 1.395013077 23667.26695 0.030142044 60399.32101 13 23.06978755 0.826635287 29.63583245 0 1.494909054 -0.878679865 52872.21175 0.029924837 23876.13151 74 27.32011986 1.979035971 34.69275354 0.002265572 1.499422213 1.369673033 94610.56758 0.030119464 23876.13151 122 "ClassD" 39 "Fully_sunlit" "House"
201 33 "belegt" 48.484848485 63.636363636 18.181818182 9.67 2 2 0 1 1 53 NA NA 1 67.92 45.28 9.43 54.72 45.28 97 162 NA "WO" "Halbschatten" "FALSE" "Haus" "Mauer" 1 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 3839 "Subzentrum" 4529850 5690522 0 9.951746651 0 842.5837151 26.14980106 31.94476368 26.14980106 0 1.497101667 2.2627075 6698.16427 0.034131371 16353.88044 12 24.11000083 26.92036999 32.98938038 0 2.076746 1.4255475 24899.78704 0.031711751 39259.55866 20 25.56380118 19.70101049 32.96737172 0 1.602077848 1.370196962 54609.03743 0.030907853 22364.98395 79 23.80338089 22.48872397 30.99163146 0.145696202 1.584125581 1.393971938 96815.07843 0.030821274 22364.98395 129 "ClassD" 17 "Partly_shaded" "House"
202 35 "belegt" 11.428571429 22.857142857 11.428571429 10.82 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 77 182 NA "WO" "Vollschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 2770 "Subzentrum" 4523446 5688888 196.7344066 411.6695361 196.7344066 411.6695361 1.450058802 0 1.450058802 0 1.840092 1.385526 6065.43259 0.030907204 39249.31307 5 8.747091026 0.83524548 7.43092762 1.144505755 2.104776154 1.41446 22531.05428 0.028694992 60399.32101 13 19.31182841 4.463710803 22.00658325 2.204256962 1.725322 1.420348333 54270.52167 0.030716259 29447.22887 60 29.54180759 7.977561128 34.75832958 3.125934139 1.714464038 1.442364519 94692.62368 0.030145587 29447.22887 104 "ClassB" 37 "Fully_shaded" "Garden_or_allotment"
203 32 "unbelegt" 0 25 25 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 83 154 "S" "WO" "Vollschatten" "TRUE" "Hinterhof" "Metallzaun" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2431 "Subzentrum" 4528078 5688102 1.629929891 151.8666837 1.629929891 945.9767331 44.10245498 11.06433425 40.59754295 0 1.432748 1.359794 8168.49637 0.04162364 13083.10436 15 38.75432861 25.64451893 52.1699485 0 1.801522727 1.373625455 26938.67766 0.034308432 35690.50787 22 42.58916199 17.95487428 54.30638146 0 1.482881644 1.278208904 52691.68458 0.029822662 24203.20181 73 43.20150173 13.15216785 53.29472106 0.0106017 1.505988067 1.387587059 92718.09357 0.029516991 24203.20181 119 "ClassE" 9 "Fully_shaded" "Backyard_or_park"
204 32 "belegt" 18.75 34.375 15.625 10.12 1 1 0 0 1 37 33.33 66.67 1 29.73 5.41 5.41 10.81 89.19 96 161 "E" "NS" "Halblicht" "TRUE" "Haus" "Balkon" NA "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Verdeckt" 3159 "Subzentrum" 4528855 5691164 138.4511093 298.7739576 138.4511093 450.7762931 5.646625251 0 5.646625251 0 1.447926667 1.317946667 2966.38173 0.015115585 65415.52178 3 13.10999245 6.026755685 13.58950683 1.354402165 1.826168333 1.431165833 13732.76343 0.017489707 65432.59776 12 14.70471608 13.90341816 24.01208418 5.31779862 1.542031304 1.31491913 47133.10026 0.026676591 25606.28597 69 20.09979666 17.47762763 32.00036246 4.930933012 1.511114386 1.37482307 86940.54525 0.027677697 25606.28597 114 "ClassA" 16 "Partly_shaded" "House"
205 31 "belegt" 16.129032258 38.709677419 22.580645161 8.82 1 1 0 0 1 21 NA NA 1 57.14 52.38 33.33 85.71 14.29 118 184 "W" "NS" "Vollschatten" "TRUE" "Haus" "Balkon" 4 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 2516 "Subzentrum" 4528582 5688984 34.24781385 368.1639798 34.24781385 439.9719633 13.51975275 0 12.95529293 0 1.5923825 1.4152375 4903.22225 0.024985009 24530.82067 8 14.28925322 3.006738834 20.6357132 0.423097537 2.142554286 1.439225 24089.80936 0.030680184 56085.0838 14 14.71363186 6.658957529 19.3767916 3.035227864 1.571440263 1.363889737 56476.08072 0.03196457 23247.81226 76 16.53370122 10.08118028 21.41124301 1.803846959 1.53131542 1.366985267 100277.1166 0.031923421 23247.81226 131 "ClassA" 39 "Fully_shaded" "House"
206 34 "belegt" 8.8235294118 35.294117647 26.470588235 11.53 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 84 160 "W" "NS" "Halblicht" "TRUE" "Haus" "Balkon" 1 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Verdeckt" 907 "Zentrum" 4525320 5689963 304.9855466 380.351256 203.866671 320.0488131 0 0 1.23756141 0 1.272546667 1.309426667 2635.57433 0.013429913 65415.52178 3 8.108450192 1.647555697 11.35209655 7.878948536 1.68198619 1.514436667 16725.60212 0.021301312 37390.05586 21 16.09357569 12.11106323 27.09142882 6.60374846 1.520538103 1.369997759 42307.93762 0.023945625 30462.65055 58 22.83829638 13.18751345 33.41068773 8.194483274 1.566155865 1.550635577 77526.59796 0.024680748 30462.65055 104 "ClassA" 15 "Partly_shaded" "House"
207 33 "belegt" 9.0909090909 33.333333333 24.242424242 9.93 2 1 0 0 1 6 0 100 0 0 0 0 0 100 93 161 NA NA "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" "Andere" "Normal" NA NA 5278 "Surburban" 4526552 5684300 9.955350303 86.02046187 9.955350303 0 45.00505255 6.866869123 55.37956121 37.877289 1.650000741 1.518897037 10434.67709 0.05317126 7268.391309 27 36.93965962 5.731320874 46.40761584 38.54805036 2.079565455 1.402019091 36098.32344 0.045973929 23793.67191 33 26.89421011 8.356837785 34.57531621 37.38745655 1.55949568 1.4025272 72004.86774 0.040753618 14134.66986 125 20.33360647 11.09793929 28.74946987 33.65153408 1.556301385 1.384922718 118516.8436 0.037730075 14134.66986 195 "ClassB" 16 "Partly_shaded" "Garden_or_allotment"
208 32 "belegt" 6.25 21.875 15.625 10.07 1 1 0 0 1 16 20 80 2 37.5 31.25 6.25 37.5 62.5 91 155 "E" "NS" "Halbschatten" "TRUE" "Hausgarten" NA 0 "TRUE" "FALSE" "TRUE" NA NA NA NA 8480 "Surburban" 4517660 5689913 88.52645105 0 88.52645105 87.70909845 4.627166323 79.64133076 24.4298364 2.199231102 1.455856 1.4273548 9324.54707 0.047514447 7849.862613 25 26.57432642 55.18723069 42.60265666 2.575923353 1.960499118 1.412882353 34602.43 0.044068796 23093.85803 34 39.3648812 42.6703603 54.64482633 2.685029298 1.493714234 1.398789189 63184.88574 0.035761648 15917.42101 111 47.62154137 34.2356123 61.04241807 4.646421169 1.477994327 1.389756199 101007.5504 0.032155956 15917.42101 171 NA 10 "Partly_shaded" "Garden_or_allotment"
209 34 "unbelegt" 0 41.176470588 41.176470588 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 75 160 NA NA "Vollschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "Apfel/Birne" "Normal" NA NA 5810 "Surburban" 4531855 5690569 105.4882234 0 78.37233138 299.049716 10.71133624 54.30752695 18.26051997 0 1.538121333 1.377210667 7828.57287 0.039891515 13083.10436 15 15.30413614 28.17905394 21.97844388 0.590490735 1.935635294 1.367525294 21867.90222 0.027850418 46187.7153 17 18.42375353 19.31498221 31.67086608 0.638657425 1.628628871 1.384511613 48256.81655 0.027312596 28497.31826 62 20.80620419 22.70739293 37.86211369 1.233635478 1.544341845 1.382023689 80366.46098 0.025584824 28497.31826 103 "ClassB" 15 "Fully_shaded" "Garden_or_allotment"
210 37 "belegt" 32.432432432 40.540540541 8.1081081081 NA 2 1 0 0 1 55 NA NA 1 38.18 32.73 34.55 67.27 32.73 90 156 "E" "NS" "Vollschatten" "FALSE" "Hausgarten" "Schuppenwand" NA "TRUE" "FALSE" "TRUE" NA NA NA NA 21045 "Laendlicher Raum" 4544856 5679951 63.5434339 0 63.5434339 101.8323788 2.980555914 80.06249745 2.580961232 13.10165095 1.416614 1.3877835 8419.59448 0.042903143 9812.328267 20 26.76082234 49.59032048 38.05646939 10.38237638 1.943409643 1.408363929 30330.77869 0.038628527 28042.5419 28 56.19032582 27.59931922 64.06233209 6.342007905 1.484853973 1.379372192 46815.68338 0.026496938 24203.20181 73 69.14183217 16.20125426 77.07402494 3.71130111 1.519752111 1.389355 62601.84786 0.019929424 24203.20181 90 "ClassC" 11 "Fully_shaded" "Garden_or_allotment"
211 31 "unbelegt" 0 25.806451613 25.806451613 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 92 161 NA NA "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 15558 "Laendlicher Raum" 4541660 5688582 17.80247877 0 17.80247877 227.0846089 51.03190889 33.44171068 62.54915494 0.19600877 1.511846875 1.414578125 7314.4669 0.037271821 12265.41033 16 56.28232356 22.38016595 64.94201879 1.650534588 1.9857345 1.42882 19730.19993 0.025127893 39259.55866 20 55.29243748 21.14221978 61.77281635 2.234899465 1.578584429 1.395771857 44425.6733 0.02514423 25240.48189 70 59.22603679 21.3247255 64.9670488 3.147750208 1.630879375 1.396265938 68195.01575 0.02171002 25240.48189 96 "ClassB" 16 "Partly_shaded" "Garden_or_allotment"
213 34 "unbelegt" 0 35.294117647 35.294117647 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 92 160 NA "WO" "Halbschatten" "FALSE" "Kleingarten" "Holzige Gegenstände" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 3799 "Subzentrum" 4528585 5692463 148.1134683 0 148.1134683 248.6047893 11.48695021 70.21552828 13.82176924 0.001501433 1.550115714 2.02544 4134.17498 0.021066228 28035.22362 7 29.22695901 27.74827065 44.32953018 6.979308133 1.742974545 1.388042273 22093.52789 0.028137769 35690.50787 22 32.4353886 23.08948918 46.02011199 9.928422394 1.584094595 1.395954459 54401.73485 0.030790523 23876.13151 74 27.42149519 23.99850641 40.14062106 7.593772378 1.536538905 1.384703066 97383.41787 0.031002206 23876.13151 137 "ClassE" 15 "Partly_shaded" "Garden_or_allotment"
217 31 "unbelegt" 0 9.6774193548 9.6774193548 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 87 160 NA "NS" "Halbschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 12426 "Laendlicher Raum" 4538519 5690559 75.60755804 0 29.41504544 181.1445177 36.44569664 35.30035033 64.66835396 1.748844797 1.551622353 1.421782353 7694.72051 0.039209453 11543.91561 17 45.33714142 34.77619267 60.58744371 3.003457182 1.916022857 1.414476429 26746.28619 0.034063407 28042.5419 28 54.57969927 32.00914104 65.02452869 2.128304167 1.56153557 1.379016456 49483.12301 0.028006666 22364.98395 79 59.15547826 27.20440923 68.53834165 1.499060087 1.581779829 1.144251026 77394.20931 0.024638602 22364.98395 117 "ClassB" 15 "Partly_shaded" "Garden_or_allotment"
218 32 "unbelegt" 0 12.5 12.5 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 90 164 "E" "NS" "Halbschatten" "TRUE" "Hausgarten" "Zaun undefiniert" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 2874 "Subzentrum" 4525686 5686722 6.185222307 33.68118654 6.185222307 90.58020202 36.85283524 12.22163017 31.50320676 14.79147619 1.432929524 0.773032381 9273.67172 0.047255205 9345.07454 21 22.19364691 8.802535431 19.03088604 24.53550628 1.926246667 1.385082083 28570.51852 0.036386704 32716.29888 24 22.65278257 6.13051057 21.9609032 29.09724134 1.577069659 1.390595114 57320.88679 0.032442717 20077.65605 88 20.29189567 6.831563656 21.30695901 29.74130919 1.599186452 1.375321935 96074.22164 0.030585421 20077.65605 124 "ClassE" 19 "Partly_shaded" "Garden_or_allotment"
220 34 "unbelegt" 0 38.235294118 38.235294118 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 93 160 "S" "WO" "Vollschatten" "TRUE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 3895 "Subzentrum" 4528020 5686154 8.634780189 61.88332554 8.634780189 429.6059022 7.967831402 37.53778637 8.925465319 0 1.576161818 1.377594545 7054.89204 0.035949124 17840.59685 11 16.64904314 41.34679015 21.05655566 0.983086012 1.832526667 1.41971375 25281.07058 0.032197344 32716.29888 24 22.18439291 34.7177197 28.01831776 3.984978414 1.587128776 1.390503061 61430.12891 0.034768483 18028.91563 98 28.46127483 27.88577476 36.22568495 4.6936161 1.665352105 1.459860855 111069.4222 0.035359173 18028.91563 152 "ClassB" 15 "Fully_shaded" "Garden_or_allotment"
221 35 "belegt" 8.5714285714 42.857142857 34.285714286 10 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 91 156 "S" "WO" "Halbschatten" "TRUE" "Haus" "Balkon" 3 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Verdeckt" 982 "Zentrum" 4525278 5689078 99.19825356 54.39656101 54.39656101 30.92730308 19.15725333 13.84299124 31.5646 15.56924338 1.43378 1.36866 8033.46 0.040935544 12265.41033 16 13.53827362 13.68536744 23.85726519 11.15636684 1.842685357 1.372813929 29368.47878 0.037402966 28042.5419 28 23.15699406 10.63497193 31.82754345 6.018855669 1.624835366 1.398924512 59514.25048 0.033684126 21546.75283 82 25.54870071 10.09959068 37.27374795 5.22829966 1.553726054 1.389961565 102347.1793 0.03258243 21546.75283 147 "ClassA" 11 "Partly_shaded" "House"
